cache_key,compound_candidate_id,candidate_key,candidate_status,cache_hit,request_count,request_cache_hits,request_cache_misses,selected_source_name,selected_identifier,selected_inchi_key,selected_pubchem_cid,selected_chembl_id,enrichment_confidence,cache_file,search_terms_json,created_at
4df36975c46afce85d52996e1e662b866f8f364c15752aefe36df6efd68c9cce,cmpcand_8ed6995db2011230,cas_name::11014145::indicinine,ready,False,14,14,0,ChEMBL,CHEMBL1795550,KEAYVGHLOUCYNN-WAYWQWQTSA-N,,CHEMBL1795550,0.3000,C:\code\web\herbaflow\etl\compounds\04_enrich\out\cache\candidates\4df36975c46afce85d52996e1e662b866f8f364c15752aefe36df6efd68c9cce.json,"[{""text"": ""11014-14-5"", ""kind"": ""cas"", ""priority"": 1, ""provenance"": ""candidate.representative_cas_id""}, {""text"": ""Indicinine"", ""kind"": ""name"", ""priority"": 2, ""provenance"": ""candidate.representative_name""}, {""text"": ""0"", ""kind"": ""mw"", ""priority"": 4, ""provenance"": ""candidate.representative_mw""}]",2026-06-02T13:12:06.535013+00:00
87ce68dbff8e132fdf0badaee4b6666ae0876dddeea4f52fe614fc01b9a39009,cmpcand_cbbc0bd664b857b0,cas_name::130525734::uronic_acid,ready,False,24,24,0,ChEMBL,CHEMBL3659241,NQQBBJXZLPRCDS-UHFFFAOYSA-N,,CHEMBL3659241,0.3000,C:\code\web\herbaflow\etl\compounds\04_enrich\out\cache\candidates\87ce68dbff8e132fdf0badaee4b6666ae0876dddeea4f52fe614fc01b9a39009.json,"[{""text"": ""130525-73-4"", ""kind"": ""cas"", ""priority"": 1, ""provenance"": ""candidate.representative_cas_id""}, {""text"": ""Uronic acid"", ""kind"": ""name"", ""priority"": 2, ""provenance"": ""candidate.representative_name""}, {""text"": ""0"", ""kind"": ""mw"", ""priority"": 4, ""provenance"": ""candidate.representative_mw""}]",2026-06-02T13:12:06.838496+00:00
6b5ce9b36e878ac3b561cab0a0c7275663d53f1dd3e03286e3afaa5733410e65,cmpcand_7c0c8b884f7c6ed1,cas_name::131641504::meliacin,ready,False,14,14,0,ChEMBL,CHEMBL3644307,SBZAFQICIAOQAM-ZRBRQIMBSA-N,,CHEMBL3644307,0.3000,C:\code\web\herbaflow\etl\compounds\04_enrich\out\cache\candidates\6b5ce9b36e878ac3b561cab0a0c7275663d53f1dd3e03286e3afaa5733410e65.json,"[{""text"": ""131641-50-4"", ""kind"": ""cas"", ""priority"": 1, ""provenance"": ""candidate.representative_cas_id""}, {""text"": ""Meliacin"", ""kind"": ""name"", ""priority"": 2, ""provenance"": ""candidate.representative_name""}, {""text"": ""0"", ""kind"": ""mw"", ""priority"": 4, ""provenance"": ""candidate.representative_mw""}]",2026-06-02T13:12:06.557527+00:00
15bb50c043d2551d89bba8dfa658e2be1eeec7cbfbf68c956e3edb002e2028a5,cmpcand_1691251c996fac5f,cas_name::1392401::melanthin,ready,False,14,14,0,ChEMBL,CHEMBL3656159,TWSDZWSGUIOPLA-UHFFFAOYSA-N,,CHEMBL3656159,0.3000,C:\code\web\herbaflow\etl\compounds\04_enrich\out\cache\candidates\15bb50c043d2551d89bba8dfa658e2be1eeec7cbfbf68c956e3edb002e2028a5.json,"[{""text"": ""1392-40-1"", ""kind"": ""cas"", ""priority"": 1, ""provenance"": ""candidate.representative_cas_id""}, {""text"": ""Melanthin"", ""kind"": ""name"", ""priority"": 2, ""provenance"": ""candidate.representative_name""}, {""text"": ""0"", ""kind"": ""mw"", ""priority"": 4, ""provenance"": ""candidate.representative_mw""}]",2026-06-02T13:12:06.571528+00:00
4f1f068557d8355eb77e38492588d2fb58cd59029fdf780fea75074328f6b35a,cmpcand_4041bc4c139ee49d,cas_name::1407803::nimbidin,ready,False,14,14,0,ChEMBL,CHEMBL3644329,KGUGWSTVVPFRQU-FETROPEJSA-N,,CHEMBL3644329,0.3000,C:\code\web\herbaflow\etl\compounds\04_enrich\out\cache\candidates\4f1f068557d8355eb77e38492588d2fb58cd59029fdf780fea75074328f6b35a.json,"[{""text"": ""1407-80-3"", ""kind"": ""cas"", ""priority"": 1, ""provenance"": ""candidate.representative_cas_id""}, {""text"": ""Nimbidin"", ""kind"": ""name"", ""priority"": 2, ""provenance"": ""candidate.representative_name""}, {""text"": ""0"", ""kind"": ""mw"", ""priority"": 4, ""provenance"": ""candidate.representative_mw""}]",2026-06-02T13:12:06.585532+00:00
1c85531ac6a6930b1fbe606d5578211e5daf950bf3d5d1a77cf56bbbb79d7d69,cmpcand_b98b3ebb1548cd58,cas_name::308061349::aliphatic_alcohol,ready,False,26,26,0,PubChem,259994,DNIAPMSPPWPWGF-GSVOUGTGSA-N,259994,,0.9100,C:\code\web\herbaflow\etl\compounds\04_enrich\out\cache\candidates\1c85531ac6a6930b1fbe606d5578211e5daf950bf3d5d1a77cf56bbbb79d7d69.json,"[{""text"": ""308061-34-9"", ""kind"": ""cas"", ""priority"": 1, ""provenance"": ""candidate.representative_cas_id""}, {""text"": ""Aliphatic alcohol"", ""kind"": ""name"", ""priority"": 2, ""provenance"": ""candidate.representative_name""}, {""text"": ""0"", ""kind"": ""mw"", ""priority"": 4, ""provenance"": ""candidate.representative_mw""}]",2026-06-02T13:12:06.875125+00:00
42d452295f7a9cebb1185746aeb3c1aa7c8d2a180e6af31a3a0d0fd3f142e2b4,cmpcand_398f55512871162f,cas_name::37279848::betalain,ready,False,18,18,0,PubChem,56841626,DHHFDKNIEVKVKS-MLZDZRTESA-N,56841626,,0.9900,C:\code\web\herbaflow\etl\compounds\04_enrich\out\cache\candidates\42d452295f7a9cebb1185746aeb3c1aa7c8d2a180e6af31a3a0d0fd3f142e2b4.json,"[{""text"": ""37279-84-8"", ""kind"": ""cas"", ""priority"": 1, ""provenance"": ""candidate.representative_cas_id""}, {""text"": ""Betalain"", ""kind"": ""name"", ""priority"": 2, ""provenance"": ""candidate.representative_name""}, {""text"": ""0"", ""kind"": ""mw"", ""priority"": 4, ""provenance"": ""candidate.representative_mw""}]",2026-06-02T13:12:06.949747+00:00
5c5edd02f03ced43a4f5ad3e3806491bd905a36c6f54563b22e416726dffbe99,cmpcand_3be7880e918a127b,cas_name::99753136::trigofoenoside_e,ready,False,24,24,0,ChEMBL,CHEMBL107595,BHZSSYKATBTKQN-TVQRCGJNSA-N,,CHEMBL107595,0.3000,C:\code\web\herbaflow\etl\compounds\04_enrich\out\cache\candidates\5c5edd02f03ced43a4f5ad3e3806491bd905a36c6f54563b22e416726dffbe99.json,"[{""text"": ""99753-13-6"", ""kind"": ""cas"", ""priority"": 1, ""provenance"": ""candidate.representative_cas_id""}, {""text"": ""Trigofoenoside E"", ""kind"": ""name"", ""priority"": 2, ""provenance"": ""candidate.representative_name""}, {""text"": ""0"", ""kind"": ""mw"", ""priority"": 4, ""provenance"": ""candidate.representative_mw""}]",2026-06-02T13:12:07.201688+00:00
143a761f7bb17375339d9a54d1fa705c387a75e88e946d3003b973efc792817e,cmpcand_30c046df3d95dd88,cas_name_formula::100016942::sesamolinol::c20h20o7,ready,False,30,30,0,PubChem,443019,OJVGWDJIYBTWDS-AFHBHXEDSA-N,443019,,0.9900,C:\code\web\herbaflow\etl\compounds\04_enrich\out\cache\candidates\143a761f7bb17375339d9a54d1fa705c387a75e88e946d3003b973efc792817e.json,"[{""text"": ""100016-94-2"", ""kind"": ""cas"", ""priority"": 1, ""provenance"": ""candidate.representative_cas_id""}, {""text"": ""Sesamolinol"", ""kind"": ""name"", ""priority"": 2, ""provenance"": ""candidate.representative_name""}, {""text"": ""C20H20O7"", ""kind"": ""formula"", ""priority"": 3, ""provenance"": ""candidate.representative_formula""}, {""text"": ""372.120903"", ""kind"": ""mw"", ""priority"": 4, ""provenance"": ""candidate.representative_mw""}]",2026-06-02T13:12:07.312404+00:00
8062642eadf199bc0550cc2ed8facfd0d860e99ae409afa1136f31ef628b70e3,cmpcand_207565d38967bdb3,cas_name_formula::1000415553::8hydroxy34567pentamethoxyflavone::c20h20o8,ready,False,40,40,0,PubChem,163183962,ZXIGNVHISSXSRV-UHFFFAOYSA-N,163183962,,0.9900,C:\code\web\herbaflow\etl\compounds\04_enrich\out\cache\candidates\8062642eadf199bc0550cc2ed8facfd0d860e99ae409afa1136f31ef628b70e3.json,"[{""text"": ""1000415-55-3"", ""kind"": ""cas"", ""priority"": 1, ""provenance"": ""candidate.representative_cas_id""}, {""text"": ""8-Hydroxy-3',4',5,6,7-pentamethoxyflavone"", ""kind"": ""name"", ""priority"": 2, ""provenance"": ""candidate.representative_name""}, {""text"": ""C20H20O8"", ""kind"": ""formula"", ""priority"": 3, ""provenance"": ""candidate.representative_formula""}, {""text"": ""388.115818"", ""kind"": ""mw"", ""priority"": 4, ""provenance"": ""candidate.representative_mw""}]",2026-06-02T13:12:07.613386+00:00
