cache_key,compound_candidate_id,candidate_key,candidate_status,cache_hit,request_count,request_cache_hits,request_cache_misses,selected_source_name,selected_identifier,selected_inchi_key,selected_pubchem_cid,selected_chembl_id,enrichment_confidence,cache_file,search_terms_json,created_at
9b0777e3c4309e06068f86cba5fdcd33fb1d57955dab3b9d4afc340aba7b365a,cmpcand_8ed6995db2011230,cas_name::11014145::indicinine,ready,False,14,14,0,ChEMBL,CHEMBL1795550,KEAYVGHLOUCYNN-WAYWQWQTSA-N,,CHEMBL1795550,0.3000,C:\code\web\herbaflow\etl\compounds\04_enrich\out\cache\candidates\9b0777e3c4309e06068f86cba5fdcd33fb1d57955dab3b9d4afc340aba7b365a.json,"[{""text"": ""11014-14-5"", ""kind"": ""cas"", ""priority"": 1, ""provenance"": ""candidate.representative_cas_id""}, {""text"": ""Indicinine"", ""kind"": ""name"", ""priority"": 2, ""provenance"": ""candidate.representative_name""}, {""text"": ""0"", ""kind"": ""mw"", ""priority"": 4, ""provenance"": ""candidate.representative_mw""}]",2026-06-02T10:50:25.669500+00:00
bd4c267233e0790a1289594c0cd0a44523a73e050305e0a1c0edbedb2d7b0c54,cmpcand_cbbc0bd664b857b0,cas_name::130525734::uronic_acid,ready,False,24,24,0,ChEMBL,CHEMBL3659241,NQQBBJXZLPRCDS-UHFFFAOYSA-N,,CHEMBL3659241,0.3000,C:\code\web\herbaflow\etl\compounds\04_enrich\out\cache\candidates\bd4c267233e0790a1289594c0cd0a44523a73e050305e0a1c0edbedb2d7b0c54.json,"[{""text"": ""130525-73-4"", ""kind"": ""cas"", ""priority"": 1, ""provenance"": ""candidate.representative_cas_id""}, {""text"": ""Uronic acid"", ""kind"": ""name"", ""priority"": 2, ""provenance"": ""candidate.representative_name""}, {""text"": ""0"", ""kind"": ""mw"", ""priority"": 4, ""provenance"": ""candidate.representative_mw""}]",2026-06-02T10:50:25.778485+00:00
2ea5b92fc5f2fe32a2a5651a3bd6a0fc687e40f967f444f3c97339518501449d,cmpcand_7c0c8b884f7c6ed1,cas_name::131641504::meliacin,ready,False,14,14,0,ChEMBL,CHEMBL3644307,SBZAFQICIAOQAM-ZRBRQIMBSA-N,,CHEMBL3644307,0.3000,C:\code\web\herbaflow\etl\compounds\04_enrich\out\cache\candidates\2ea5b92fc5f2fe32a2a5651a3bd6a0fc687e40f967f444f3c97339518501449d.json,"[{""text"": ""131641-50-4"", ""kind"": ""cas"", ""priority"": 1, ""provenance"": ""candidate.representative_cas_id""}, {""text"": ""Meliacin"", ""kind"": ""name"", ""priority"": 2, ""provenance"": ""candidate.representative_name""}, {""text"": ""0"", ""kind"": ""mw"", ""priority"": 4, ""provenance"": ""candidate.representative_mw""}]",2026-06-02T10:50:25.665152+00:00
cbfee5cbbc2942465706fd286852ca21e7be521e362a16851cdafcdca94c9f45,cmpcand_1691251c996fac5f,cas_name::1392401::melanthin,ready,False,14,14,0,ChEMBL,CHEMBL3656159,TWSDZWSGUIOPLA-UHFFFAOYSA-N,,CHEMBL3656159,0.3000,C:\code\web\herbaflow\etl\compounds\04_enrich\out\cache\candidates\cbfee5cbbc2942465706fd286852ca21e7be521e362a16851cdafcdca94c9f45.json,"[{""text"": ""1392-40-1"", ""kind"": ""cas"", ""priority"": 1, ""provenance"": ""candidate.representative_cas_id""}, {""text"": ""Melanthin"", ""kind"": ""name"", ""priority"": 2, ""provenance"": ""candidate.representative_name""}, {""text"": ""0"", ""kind"": ""mw"", ""priority"": 4, ""provenance"": ""candidate.representative_mw""}]",2026-06-02T10:50:25.670893+00:00
f9702b98a43b0c8a2a7b7be4454f6cfbfea16eee9ce40c32aebb5fe64f92810a,cmpcand_4041bc4c139ee49d,cas_name::1407803::nimbidin,ready,False,14,14,0,ChEMBL,CHEMBL3644329,KGUGWSTVVPFRQU-FETROPEJSA-N,,CHEMBL3644329,0.3000,C:\code\web\herbaflow\etl\compounds\04_enrich\out\cache\candidates\f9702b98a43b0c8a2a7b7be4454f6cfbfea16eee9ce40c32aebb5fe64f92810a.json,"[{""text"": ""1407-80-3"", ""kind"": ""cas"", ""priority"": 1, ""provenance"": ""candidate.representative_cas_id""}, {""text"": ""Nimbidin"", ""kind"": ""name"", ""priority"": 2, ""provenance"": ""candidate.representative_name""}, {""text"": ""0"", ""kind"": ""mw"", ""priority"": 4, ""provenance"": ""candidate.representative_mw""}]",2026-06-02T10:50:25.680306+00:00
c643a578c157e5095c0d0161f50933079684b1a7319e51f155c50415833c815f,cmpcand_b98b3ebb1548cd58,cas_name::308061349::aliphatic_alcohol,ready,False,26,26,0,PubChem,259994,DNIAPMSPPWPWGF-GSVOUGTGSA-N,259994,,0.9100,C:\code\web\herbaflow\etl\compounds\04_enrich\out\cache\candidates\c643a578c157e5095c0d0161f50933079684b1a7319e51f155c50415833c815f.json,"[{""text"": ""308061-34-9"", ""kind"": ""cas"", ""priority"": 1, ""provenance"": ""candidate.representative_cas_id""}, {""text"": ""Aliphatic alcohol"", ""kind"": ""name"", ""priority"": 2, ""provenance"": ""candidate.representative_name""}, {""text"": ""0"", ""kind"": ""mw"", ""priority"": 4, ""provenance"": ""candidate.representative_mw""}]",2026-06-02T10:50:25.801581+00:00
6e22e0e07ea748196124d173edd4b6158fa54965b4d39d5fa7be069593b8ccb1,cmpcand_398f55512871162f,cas_name::37279848::betalain,ready,False,18,18,0,PubChem,56841626,DHHFDKNIEVKVKS-MLZDZRTESA-N,56841626,,0.9900,C:\code\web\herbaflow\etl\compounds\04_enrich\out\cache\candidates\6e22e0e07ea748196124d173edd4b6158fa54965b4d39d5fa7be069593b8ccb1.json,"[{""text"": ""37279-84-8"", ""kind"": ""cas"", ""priority"": 1, ""provenance"": ""candidate.representative_cas_id""}, {""text"": ""Betalain"", ""kind"": ""name"", ""priority"": 2, ""provenance"": ""candidate.representative_name""}, {""text"": ""0"", ""kind"": ""mw"", ""priority"": 4, ""provenance"": ""candidate.representative_mw""}]",2026-06-02T10:50:25.857300+00:00
4d03e6e3d87f80cd720010c5b65bd898faea804093139d5307d16542c7f3114f,cmpcand_3be7880e918a127b,cas_name::99753136::trigofoenoside_e,ready,False,24,24,0,ChEMBL,CHEMBL107595,BHZSSYKATBTKQN-TVQRCGJNSA-N,,CHEMBL107595,0.3000,C:\code\web\herbaflow\etl\compounds\04_enrich\out\cache\candidates\4d03e6e3d87f80cd720010c5b65bd898faea804093139d5307d16542c7f3114f.json,"[{""text"": ""99753-13-6"", ""kind"": ""cas"", ""priority"": 1, ""provenance"": ""candidate.representative_cas_id""}, {""text"": ""Trigofoenoside E"", ""kind"": ""name"", ""priority"": 2, ""provenance"": ""candidate.representative_name""}, {""text"": ""0"", ""kind"": ""mw"", ""priority"": 4, ""provenance"": ""candidate.representative_mw""}]",2026-06-02T10:50:25.953047+00:00
49e7f5cb438037cb0460fd63eba869d67d032a0bdb901a6e495a69850f5503ac,cmpcand_30c046df3d95dd88,cas_name_formula::100016942::sesamolinol::c20h20o7,ready,False,30,30,0,PubChem,443019,OJVGWDJIYBTWDS-AFHBHXEDSA-N,443019,,0.9900,C:\code\web\herbaflow\etl\compounds\04_enrich\out\cache\candidates\49e7f5cb438037cb0460fd63eba869d67d032a0bdb901a6e495a69850f5503ac.json,"[{""text"": ""100016-94-2"", ""kind"": ""cas"", ""priority"": 1, ""provenance"": ""candidate.representative_cas_id""}, {""text"": ""Sesamolinol"", ""kind"": ""name"", ""priority"": 2, ""provenance"": ""candidate.representative_name""}, {""text"": ""C20H20O7"", ""kind"": ""formula"", ""priority"": 3, ""provenance"": ""candidate.representative_formula""}, {""text"": ""372.120903"", ""kind"": ""mw"", ""priority"": 4, ""provenance"": ""candidate.representative_mw""}]",2026-06-02T10:50:25.990088+00:00
12495e5ffdba39e6febf65a3728cddf6e0e523f7890cd7b97a8b6c41d2a81607,cmpcand_207565d38967bdb3,cas_name_formula::1000415553::8hydroxy34567pentamethoxyflavone::c20h20o8,ready,False,40,40,0,PubChem,163183962,ZXIGNVHISSXSRV-UHFFFAOYSA-N,163183962,,0.9900,C:\code\web\herbaflow\etl\compounds\04_enrich\out\cache\candidates\12495e5ffdba39e6febf65a3728cddf6e0e523f7890cd7b97a8b6c41d2a81607.json,"[{""text"": ""1000415-55-3"", ""kind"": ""cas"", ""priority"": 1, ""provenance"": ""candidate.representative_cas_id""}, {""text"": ""8-Hydroxy-3',4',5,6,7-pentamethoxyflavone"", ""kind"": ""name"", ""priority"": 2, ""provenance"": ""candidate.representative_name""}, {""text"": ""C20H20O8"", ""kind"": ""formula"", ""priority"": 3, ""provenance"": ""candidate.representative_formula""}, {""text"": ""388.115818"", ""kind"": ""mw"", ""priority"": 4, ""provenance"": ""candidate.representative_mw""}]",2026-06-02T10:50:26.109930+00:00
b639b01d3f13c43951d04deec1871133bc127fa831fec688498bbb50aaf79d31,cmpcand_b66d0a94401c53f9,cas_name_formula::1000415564::8hydroxy334567hexamethoxyflavone::c21h22o9,ready,False,40,40,0,PubChem,134715240,UGLYUURCCQYFOV-UHFFFAOYSA-N,134715240,,0.9900,C:\code\web\herbaflow\etl\compounds\04_enrich\out\cache\candidates\b639b01d3f13c43951d04deec1871133bc127fa831fec688498bbb50aaf79d31.json,"[{""text"": ""1000415-56-4"", ""kind"": ""cas"", ""priority"": 1, ""provenance"": ""candidate.representative_cas_id""}, {""text"": ""8-Hydroxy-3,3',4',5,6,7-hexamethoxyflavone"", ""kind"": ""name"", ""priority"": 2, ""provenance"": ""candidate.representative_name""}, {""text"": ""C21H22O9"", ""kind"": ""formula"", ""priority"": 3, ""provenance"": ""candidate.representative_formula""}, {""text"": ""418.126382"", ""kind"": ""mw"", ""priority"": 4, ""provenance"": ""candidate.representative_mw""}]",2026-06-02T10:50:26.156565+00:00
11303effaf0b5549a177d8c92cf59f372bd80147f238119d8de63aa2839d32bb,cmpcand_ba13fbe9eef00a26,cas_name_formula::100061::4methoxyacetophenone::c9h10o2,ready,False,40,40,0,PubChem,7476,NTPLXRHDUXRPNE-UHFFFAOYSA-N,7476,,0.9900,C:\code\web\herbaflow\etl\compounds\04_enrich\out\cache\candidates\11303effaf0b5549a177d8c92cf59f372bd80147f238119d8de63aa2839d32bb.json,"[{""text"": ""100-06-1"", ""kind"": ""cas"", ""priority"": 1, ""provenance"": ""candidate.representative_cas_id""}, {""text"": ""4'-Methoxyacetophenone"", ""kind"": ""name"", ""priority"": 2, ""provenance"": ""candidate.representative_name""}, {""text"": ""C9H10O2"", ""kind"": ""formula"", ""priority"": 3, ""provenance"": ""candidate.representative_formula""}, {""text"": ""150.06808"", ""kind"": ""mw"", ""priority"": 4, ""provenance"": ""candidate.representative_mw""}]",2026-06-02T10:50:26.243677+00:00
